id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
15314054,Cityscape Views at Lux 1 Bed/1 Bath in Lincoln Sq.,836168,Henry,Manhattan,Upper West Side,40.78065,-73.98253000000001,Entire home/apt,1000,30,17,2017-04-16,0.51,11,365
30910732,"Spacious bright 4 bedrm Manhattan home, elevator!",59051417,Kai,Manhattan,East Harlem,40.79611,-73.94906,Entire home/apt,750,3,5,2019-06-05,0.78,6,249
15497821,Bluebird Hell's Kitchen 2-BR + Killer City Views,95459395,Bluebird,Manhattan,Hell's Kitchen,40.76045,-73.99929,Entire home/apt,748,30,1,2018-06-17,0.08,18,365
35416507,Amazing 3 BEDROOMS Brooklyn,217807790,Jessica,Brooklyn,Williamsburg,40.71647,-73.94657,Entire home/apt,500,3,0,,,1,354
12343098,Fabulously Located Comfortable 3 Bedroom Loft,66640174,E.C.,Manhattan,Flatiron District,40.7411,-73.99024,Entire home/apt,525,5,49,2019-06-13,1.26,1,314
34938245,Luxury Duplex in the Heart of New York City,221213143,David,Manhattan,Kips Bay,40.74155,-73.98138,Entire home/apt,650,1,0,,,9,298
1746726,"Chelsea NYC luxury 2 bed/2 bath, garden apt",4051126,Kris,Manhattan,Chelsea,40.74188,-73.99729,Entire home/apt,555,3,111,2019-07-03,1.63,1,191
27237578,*NO GUEST SERVICE FEE* Beekman Tower One Bedroom Suite with Kitchen,205031545,Red Awning,Manhattan,Midtown,40.75417,-73.96557,Entire home/apt,737,3,8,2019-06-02,1.02,49,188
9556028,Large 3 BR Greenwich Village Apartment,41863600,Ken,Manhattan,East Village,40.73068,-73.98949,Entire home/apt,500,5,4,2018-12-28,0.22,1,0
2385344,The Rose House,179296,Rich,Brooklyn,Greenpoint,40.733340000000005,-73.95478,Entire home/apt,500,3,74,2019-06-24,1.17,1,364
32104047,Wyndham Midtown 45 at New York City - Bedroom,194953121,Christian,Manhattan,Midtown,40.75204,-73.97278,Entire home/apt,699,2,0,,,1,132
35183070,Designer Brooklyn townhouse with private yard,5453550,Christine & James,Brooklyn,Bedford-Stuyvesant,40.693940000000005,-73.95693,Entire home/apt,500,30,0,,,3,141
35898307,1 bedroom overlooking STONEWALL - PRIDE WEEKEND.,133372725,Andrew,Manhattan,West Village,40.73421,-74.00321,Entire home/apt,750,1,0,,,1,5
2256519,Spacious 1BR Chelsea Apt. for SB 48,11523254,Nicholas,Manhattan,Chelsea,40.74344,-73.99826,Entire home/apt,750,2,0,,,1,0
29966643,RUSTIC/MODERN/EV/NYC,5523186,Mark,Manhattan,East Village,40.73042,-73.98491,Entire home/apt,750,3,0,,,2,179
32326698,Washington Suite at Incentra Village Hotel,241889662,Incentra,Manhattan,West Village,40.73672,-74.00539,Private room,999,1,3,2019-07-01,2.43,5,329
5432089,Manhattan house for large groups,23334165,Patricia,Manhattan,Harlem,40.82249,-73.94479,Entire home/apt,825,5,28,2019-06-01,0.59,3,290
21709727,DESIGNER TOWNHOUSE IN HARLEM,271527,Richard,Manhattan,Harlem,40.81023,-73.94142,Entire home/apt,850,3,4,2018-11-24,0.22,2,178
16489149,2 BDRM PRESIDENTIAL LUXURY CONDO MIDTOWN 45  NYC *,69545883,Chayla,Manhattan,Midtown,40.75373,-73.97272,Private room,999,3,1,2017-09-11,0.05,12,365
32034149,9 Beds  4 Full Bath Duplex with Washer and Dryer,70058270,Lucy,Brooklyn,Crown Heights,40.66521,-73.93153000000001,Entire home/apt,575,3,0,,,4,105
16147304,Studio/Full Kitchen at Wyndham Midtown 45 Resort,69545883,Chayla,Manhattan,Midtown,40.75302,-73.97221,Private room,699,3,2,2016-12-15,0.06,12,365
9670233,3 Bed - 3 Bath East Village Oasis w Private Patio,49970809,Enzo,Manhattan,East Village,40.72846,-73.98987,Entire home/apt,550,1,141,2019-07-01,3.29,1,302
29823499,Large Union Sq Apartment!,34986045,Andy,Manhattan,East Village,40.73228,-73.98669,Entire home/apt,650,3,1,2018-12-31,0.16,1,0
35252356,Classy and CLEAN Designer Home in NYC 2bath,135838665,Lely & Gary,Manhattan,Flatiron District,40.73927,-73.98774,Entire home/apt,950,1,0,,,1,365
8883877,Gorgeous Director’s Penthouse,14889425,Julian,Manhattan,East Village,40.72887,-73.98835,Entire home/apt,500,1,0,,,1,53
16281547,Extremely Rare Townhouse in East Village,13715851,Marissa,Manhattan,East Village,40.7284,-73.98673000000001,Entire home/apt,850,3,0,,,1,180
12811459,Superhost-Designer Legal 4 Bed Townhouse Midtown 2,69852641,Lisa,Manhattan,Hell's Kitchen,40.76303,-73.98767,Entire home/apt,1000,2,24,2019-05-30,0.71,3,274
33944634,"Centrally Located 2 Bedroom, 1 Bath",243226371,Robert,Manhattan,East Village,40.72391,-73.98409000000001,Entire home/apt,700,2,8,2019-06-02,3.08,1,263
749108,Cozy 4 BR Brooklyn townhouse in Clinton Hill,3936154,Molly,Brooklyn,Clinton Hill,40.68391,-73.96200999999999,Entire home/apt,575,3,12,2019-07-01,0.15,1,0
25902370,New Modern Townhouse Clinton Hill Brooklyn,181863187,Pamela,Brooklyn,Clinton Hill,40.69462,-73.96996,Entire home/apt,550,12,0,,,1,2
17382679,INCREDIBLE TOWNHOUSE 4 STORIES 5 BEDROOMS 3 BATH,34474212,Vinit,Manhattan,West Village,40.73444,-74.00129,Entire home/apt,600,2,93,2019-06-23,3.38,1,251
34056750,Wyndham Midtown 45 at New York City,91854658,Genevieve,Manhattan,Midtown,40.75196,-73.97269,Entire home/apt,500,4,0,,,1,5
4194494,Unique Full-Floor 2br/2bath in the Heart of SoHo,10367443,J,Manhattan,SoHo,40.72149,-73.99815,Entire home/apt,900,3,10,2018-12-30,0.17,1,0
35187654,WEST VILLAGE Duplex Diamond,151937146,Anya,Manhattan,West Village,40.73705,-74.00966,Entire home/apt,995,1,3,2019-07-05,3.0,1,344
19735722,Loft-like turn of the century apartment for shoots,31515758,Townsend,Manhattan,Washington Heights,40.83405,-73.94565,Entire home/apt,1000,1,1,2018-03-18,0.06,1,79
546573,Stunning apt with downtown views!,1792568,Mickey,Manhattan,Financial District,40.70587,-74.01534000000001,Entire home/apt,500,2,63,2019-05-19,0.75,1,79
35595716,Our slice of the Big Apple - good for large groups,266569093,Irma,Manhattan,Midtown,40.75519,-73.97010999999999,Entire home/apt,800,30,0,,,1,266
26251659,"LYRIC - 2 Bedroom Suite, 1 Bath, Kitchen",197053492,Lyric At 70 Pine,Manhattan,Financial District,40.7057,-74.00819,Entire home/apt,650,1,7,2019-05-19,0.76,8,315
33155912,"Brooklyn Heights Contemporary Gem, 3 Bed, 2 Bath",36477189,David,Brooklyn,Brooklyn Heights,40.69944,-73.99596,Entire home/apt,600,3,8,2019-07-02,2.96,1,44
8496270,Sunny Loft Studio on 46th and 10th,44742061,Megan,Manhattan,Hell's Kitchen,40.76326,-73.99141999999999,Entire home/apt,500,1,0,,,1,0
30754138,Prime Soho apartment with private backyard,163035332,Pirin,Manhattan,SoHo,40.721990000000005,-74.00444,Entire home/apt,550,2,12,2019-07-03,1.72,3,126
35193964,Breathtaking Balcony Views in the Big Apple,1461161,Sherwin,Manhattan,Murray Hill,40.744240000000005,-73.9733,Entire home/apt,500,4,6,2019-07-07,5.62,1,138
9991265,Iconic NY loft apt in West village,2974643,Zoe,Manhattan,West Village,40.73105,-74.00464000000001,Entire home/apt,500,7,0,,,1,365
35037136,10 Beds Sleeps 15 Laundry in Apt in Williamsburg,120111937,Madea And Julian,Brooklyn,Williamsburg,40.70865,-73.96673,Entire home/apt,549,30,5,2019-06-23,3.33,1,333
21313240,Originally Maxs Kansas City Historic UnionSqr Loft,115497723,Gregory,Manhattan,Gramercy,40.73591,-73.98744,Entire home/apt,540,2,53,2019-07-07,4.43,1,215
23277230,2 bedrooms flat near Central Park,128579948,Giampiero,Manhattan,Upper East Side,40.76646,-73.9676,Entire home/apt,500,3,56,2019-06-27,3.57,2,163
2252844,Great place to crash for Super Bowl,11505536,Alex,Manhattan,East Village,40.73046,-73.9921,Private room,500,1,0,,,1,0
34997773,AMAZING! 7bd/4ba TownHome + PATIO - 10 Mins To NYC,16625273,Richard,Brooklyn,Williamsburg,40.71495,-73.94726,Entire home/apt,695,2,1,2019-07-02,1.0,3,282
32458305,94TH STREET BIG 1BR SUITE WITH DOORMAN-GYM,123745971,Especial,Manhattan,Upper East Side,40.78213,-73.94839,Private room,500,2,0,,,6,351
29277834,Midtown City &River View~Luxury 3BR/2BA~BalconyGym,33510623,Motty,Manhattan,Murray Hill,40.74629,-73.97703,Entire home/apt,899,4,5,2019-06-11,0.71,1,340
5442313,3 Fully Furnished Apts 1 House!,3483450,Aswad,Brooklyn,Bedford-Stuyvesant,40.68054,-73.91374,Entire home/apt,700,1,6,2017-02-15,0.13,3,322
13306156,Large deluxe queen size bedroom,36579485,Jean&  Toney,Brooklyn,Canarsie,40.6418,-73.90245,Private room,600,2,0,,,3,362
18142333,"Elegant 5BR, 2.5 Bath w/Yard, 15 Mins to Manhattan",107022433,Nikita,Brooklyn,Bedford-Stuyvesant,40.68402,-73.93081,Entire home/apt,550,2,32,2019-06-16,1.5,3,248
16310798,Hotel Room King/Queen at Wyndham Midtown 45 Resort,69545883,Chayla,Manhattan,Midtown,40.75198,-73.97266,Private room,799,3,3,2017-09-30,0.1,12,365
2249928,Super Bowl Wknd! 3-Bedroom Apt UWS,2675913,Sam,Manhattan,Upper West Side,40.78574,-73.9764,Entire home/apt,1000,1,0,,,1,0
30739837,Spacious and relaxing apartment in UWS.,181370114,Feizal,Manhattan,Upper West Side,40.79167,-73.97864,Entire home/apt,500,1,0,,,1,87
13233830,Beautiful Historic Brooklyn Townhouse! 4Br/3.5Bath,24743701,Renata And Howard,Brooklyn,Prospect-Lefferts Gardens,40.66108,-73.95567,Entire home/apt,650,5,3,2019-07-02,0.08,2,23
15206607,STUDIO Condo in luxurious Wyndham Midtown 45 NYC,96098402,Wynpoints,Manhattan,Midtown,40.75294,-73.9719,Private room,699,3,3,2016-12-11,0.09,12,365
28439263,"10BR 6 full Bath, 3 story, entire landmark house",210970608,Lucy,Brooklyn,Crown Heights,40.6692,-73.95054,Entire home/apt,785,3,0,,,5,226
250801, Heart & Soul of Greenwich Village ,1314834,Rhona,Manhattan,Greenwich Village,40.73129,-73.99944,Entire home/apt,850,3,107,2019-05-23,1.15,1,249
34420423,Quirky 1 BR / Studio in Heart of East Village,19509387,Greg,Manhattan,East Village,40.72592,-73.98701,Entire home/apt,600,2,1,2019-05-26,0.68,1,0
13873028,Penthouse in Midtown Manhattan,82054811,Carol,Manhattan,Midtown,40.76518,-73.98210999999999,Private room,500,3,0,,,1,0
31533898,TRENDi 6 BEDROOM  2 APARTMENTS COMBINED/12 BEDS,133234099,Gemma,Manhattan,Harlem,40.8095,-73.94296999999999,Entire home/apt,750,3,0,,,2,97
4174115,Spacious Soho Loft,5739699,Rosemary,Manhattan,SoHo,40.7244,-73.99763,Entire home/apt,500,3,3,2015-05-05,0.05,1,0
6936794,Modern 3 Beds in Gorgeous Building,12028820,Kim,Manhattan,Upper East Side,40.76348,-73.95884000000001,Entire home/apt,900,7,28,2019-05-05,0.58,1,340
8595191,Greenwich Village Hotspot,19564640,Dave,Manhattan,Greenwich Village,40.73008,-74.0005,Entire home/apt,500,1,0,,,1,0
23820538,Large 3 Bedroom Loft in Heart of Williamsburg,28373054,Nadira,Brooklyn,Williamsburg,40.71201,-73.95881999999999,Entire home/apt,600,3,14,2019-06-17,0.98,1,167
23766156,TheBlueHouse. EntireHome. BabyGrand. FreeParking.,178266385,Megan,Brooklyn,Cypress Hills,40.68012,-73.89338000000001,Entire home/apt,800,1,3,2018-08-15,0.21,1,362
35870390,NYC West Village Charming 2 Bedroom APT,269799543,Darlene,Manhattan,West Village,40.73558,-74.00492,Entire home/apt,550,3,0,,,1,353
35943648,Spacious 6BR in Bushwick (10 Mins to Manhattan!),269865501,Adela,Brooklyn,Bushwick,40.69445,-73.92235,Entire home/apt,550,2,0,,,3,354
103311,2 BR w/ Terrace @ Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73861,-73.95485,Private room,599,3,9,2018-05-19,0.09,28,60
1798271,Spacious center hall colonial,9430973,Donna,Staten Island,Woodrow,40.53884,-74.19826,Entire home/apt,700,7,0,,,1,0
35454095,Beautiful Townhouse - Center of NYC 4br/2ba,177188159,Anna + Brad,Manhattan,Upper East Side,40.76254,-73.96223,Entire home/apt,800,3,0,,,1,277
35260994,"Beautiful / Sunny One Bedroom, Heart of NoLita",36960740,Athena,Manhattan,Nolita,40.72435,-73.99419,Entire home/apt,500,1,0,,,1,9
31909623,Wyndham Midtown 45 New York City 1 BR Apt w/View,96086378,Ashley,Manhattan,Midtown,40.75342,-73.97135,Entire home/apt,699,1,1,2019-04-23,0.39,2,333
